Restricted_word
IMMEDIATE
IN
INCONSISTENT
INDEX
INITIATE
INNER
INOUT
INPUT
INS
INSERT
INSTANCE
INSTEAD
INT
INTEGER
INTEGERDATE
INTERSECT
INTERVAL
INTO
IS
ITERATE
JAR
JOIN
JOURNAL
KEY
KURTOSIS
LANGUAGE
LARGE
LE
LEADING
LEAVE
LEFT
LIKE
LIMIT
LN
LOADING
LOCAL
LOCATOR
LOCK
LOCKING
LOG
LOGGING
LOGON
LONG
LOOP
LOWER
LT
MACRO
MAP
MAVG
MAX
MAXIMUM
MCHARACTERS
MDIFF
MERGE
METHOD
MIN
MINDEX
MINIMUM
MINUS
MINUTE
MLINREG
MLOAD
MOD
MODE
MODIFIES
MODIFY
MONITOR
MONRESOURCE
MONSESSION
MONTH
MSUBSTR
MSUM
MULTISET
NAMED
NATURAL
NE
NEW
NEW_TABLE
NEXT
NO
NONE
NONTEMPORAL
NORMALIZE
NOT
NOWAIT
NULL
NULLIF
NULLIFZERO
NUMBER
NUMERIC
OBJECT
OBJECTS
OCTET_LENGTH
OF
OFF
OLD
OLD_TABLE
ON
ONLY
OPEN
OPTION
OR
ORDER
ORDERING
OUT
OUTER
OVER
OVERLAPS
OVERRIDE
PARAMETER
PASSWORD
PERCENT
PERCENT_RANK
PERM
PERMANENT
POSITION
PRECISION
PREPARE
PRESERVE
PRIMARY
PRIVILEGES
PROCEDURE
PROFILE
PROTECTION
PUBLIC
QUALIFIED
QUALIFY
QUANTILE
QUEUE
RADIANS
RANDOM
RANGE_N
RANK
READS
REAL
RECURSIVE
REFERENCES
REFERENCING
REGR_AVGX
REGR_AVGY
REGR_COUNT
REGR_INTERCEPT
REGR_R2
REGR_SLOPE
REGR_SXX
REGR_SXY
REGR_SYY
RELATIVE
RELEASE
RENAME
REPEAT
REPLACE
REPLCONTROL
REPLICATION
REQUEST
RESIGNAL
RESTART
RESTORE
RESULT
RESUME
RET
RETRIEVE
RETURN
RETURNS
REVALIDATE
REVOKE
RIGHT
RIGHTS
ROLE
ROLLBACK
ROLLFORWARD
ROLLUP
ROW
ROW_NUMBER
ROWID
ROWS
SAMPLE
SAMPLEID
SCROLL
SECOND
SEL
SELECT
SESSION
SET
SETRESRATE
SETS
SETSESSRATE
SHOW
SIGNAL
SIN
SINH
SKEW
SMALLINT
SOME
SOUNDEX
SPECIFIC
SPOOL
SQL
SQLEXCEPTION
SQLTEXT
SQLWARNING
SQRT
SS
START
STARTUP
STATEMENT
STATISTICS
STDDEV_POP
STDDEV_SAMP
STEPINFO
STRING_CS
SUBSCRIBER
SUBSTR
SUBSTRING
SUM
SUMMARY
SUSPEND
TABLE
TAN
TANH
TBL_CS
TEMPORARY
TERMINATE
THEN
THRESHOLD
TIME
TIMESTAMP
TIMEZONE_HOUR
TIMEZONE_MINUTE
TITLE
TO
TOP
TRACE
TRAILING
TRANSACTION
TRANSACTIONTIME
TRANSFORM
TRANSLATE
TRANSLATE_CHK
TRIGGER
TRIM
TYPE
UC
UDTCASTAS
UDTCASTLPAREN
UDTMETHOD
UDTTYPE
UDTUSAGE
UESCAPE
UNDEFINED
UNDO
UNION
UNIQUE
UNTIL
UNTIL_CHANGED
UNTIL_CLOSED
UPD
UPDATE
UPPER
UPPERCASE
USER
USING
VALIDTIME
VALUE
VALUES
VAR_POP
VAR_SAMP
VARBYTE
VARCHAR
VARGRAPHIC
VARIANT_TYPE
VARYING
VIEW
VOLATILE
WHEN
WHERE
WHILE
WIDTH_BUCKET
WITH
WITHOUT
WORK
XMLPLAN
YEAR
ZEROIFNULL
ZONE
ACCESS
AG
ALLOCATION
ALLOCATE
ALLPARAMS
ALWAYS
ANALYSIS
ANCHOR
APPLNAME
ARCHIVE
ASCII
ASSIGNMENT
ATTR
ATTRIBUTE
ATTRIBUTES
ATTRS
AUTO
C
CALLED
CALLER
CHANGERATE
CHARACTERISTICS
CHARSET_COLL
CHECKSUM
CLASS_ORIGIN
CLIENT
COLUMNS
COLUMNSPERINDEX
COLUMNSPERJOININDEX
COMMAND_FUNCTION
COMMAND_FUNCTION_CODE
COMPARABLE
COMPARISON
COMPILE
CONDITION
CONDITION_IDENTIFIER
CONDITION_NUMBER
COST
COSTS
CPP
CPUTIME
CPUTIMENORM
CREATOR
DATA
DBC
DEBUG
DECOMPRESS
DEFINER
DEMOGRAPHICS
DIAGNOSTICS
DENIALS
DIGITS
DOWN
DR
EBCDIC
ELAPSEDSEC
ELAPSEDTIME
ENCRYPT
ERRORS
EXCEPTION
EXCL
EXCLUSIVE
EXPIRE
FINAL
FOLLOWING
FRIDAY
G
GLOBAL
GLOP
HIGH
HOST
IFP
INCREMENT
INDEXESPERTABLE
INDEXMAINTMODE
INIT
INLINE
INSTANTIABLE
INTERFACE
INTERNAL
INVOKER
IOCOUNT
ISOLATION
JAVA
JIS_COLL
K
KANJI1
KANJISJIS
KBYTE
KBYTES
KEEP
KILOBYTES
LAST
LATIN
LDIFF
LEVEL
LOCKEDUSEREXPIRE
LOW
M
MATCHED
MAXCHAR
MAXLOGONATTEMPTS
MAXVALUE
MEDIUM
MEETS
MEMBER
MERGEBLOCKRATIO
MESSAGE_LENGTH
MESSAGE_TEXT
MINCHAR
MINVALUE
MODIFIED
MONDAY
MONTH_BEGIN
MONTH_END
MORE
MULTINATIONAL
NAME
NODDLTEXT
NONOPTCOST
NONOPTINIT
NONSEQUENCED
NUMBER
OA
OLD_NEW_TABLE
ONLINE
OPTIONS
ORDERED_ANALYTIC
OVERLAYS
OWNER
P_INTERSECT
P_NORMALIZE
PARAMID
PARTITION
PARTITIONED
PARTITION#L1
PARTITION#L2
PARTITION#L3
PARTITION#L4
PARTITION#L5
PARTITION#L6
PARTITION#L7
PARTITION#L8
PARTITION#L9
PARTITION#L10
PARTITION#L11
PARTITION#L12
PARTITION#L13
PARTITION#L14
PARTITION#L15
PARTITION#L16
PARTITION#L17
PARTITION#L18
PARTITION#L19
PARTITION#L20
PARTITION#L21
PARTITION#L22
PARTITION#L23
PARTITION#L24
PARTITION#L25
PARTITION#L26
PARTITION#L27
PARTITION#L28
PARTITION#L29
PARTITION#L30
PARTITION#L31
PARTITION#L32
PARTITION#L33
PARTITION#L34
PARTITION#L35
PARTITION#L36
PARTITION#L37
PARTITION#L38
PARTITION#L39
PARTITION#L40
PARTITION#L41
PARTITION#L42
PARTITION#L43
PARTITION#L44
PARTITION#L45
PARTITION#L46
PARTITION#L47
PARTITION#L48
PARTITION#L49
PARTITION#L50
PARTITION#L51
PARTITION#L52
PARTITION#L53
PARTITION#L54
PARTITION#L55
PARTITION#L56
PARTITION#L57
PARTITION#L58
PARTITION#L59
PARTITION#L60
PARTITION#L61
PARTITION#L62
PERIOD
PRECEDES
PRECEDING
PRINT
PRIOR
PROTECTED
QUERY
QUERY_BAND
RANDOMIZED
RANGE
RANGE#L1
RANGE#L2
RANGE#L3
RANGE#L4
RANGE#L5
RANGE#L6
RANGE#L7
RANGE#L8
RANGE#L9
RANGE#L10
RANGE#L11
RANGE#L12
RANGE#L13
RANGE#L14
RANGE#L15
RANGE#L16
RANGE#L17
RANGE#L18
RANGE#L19
RANGE#L20
RANGE#L21
RANGE#L22
RANGE#L23
RANGE#L24
RANGE#L25
RANGE#L26
RANGE#L27
RANGE#L28
RANGE#L29
RANGE#L30
RANGE#L31
RANGE#L32
RANGE#L33
RANGE#L34
RANGE#L35
RANGE#L36
RANGE#L37
RANGE#L38
RANGE#L39
RANGE#L40
RANGE#L41
RANGE#L42
RANGE#L43
RANGE#L44
RANGE#L45
RANGE#L46
RANGE#L47
RANGE#L48
RANGE#L49
RANGE#L50
RANGE#L51
RANGE#L52
RANGE#L53
RANGE#L54
RANGE#L55
RANGE#L56
RANGE#L57
RANGE#L58
RANGE#L59
RANGE#L60
RANGE#L61
RANGE#L62
RDIFF
READ
RECALC
REPLACEMENT
RESET
RESTRICTWORDS
RETAIN
RETURNED_SQLSTATE
REUSE
ROW_COUNT
RU
RULES
RULESET
SAMPLES
SATURDAY
SEARCHSPACE
SECURITY
SEED
SELF
SERIALIZABLE
SEQUENCED
SHARE
SOURCE
SPECCHAR
SPL
SQLDATA
SQLSTATE
SR
STAT
STATS
STYLE
SUBCLASS_ORIGIN
SUCCEEDS
SUMMARYONLY
SUNDAY
SYSTEM
SYSTEMTEST
TARGET
TD_GENERAL
TD_INTERNAL
TEMPORAL_DATE
TEMPORAL_TIMESTAMP
TEXT
THROUGH
THURSDAY
TIES
TPA
TRANSACTION_ACTIVE
TRUST_ONLY
TUESDAY
UNBOUNDED
UNCOMMITTED
UNICODE
UNKNOWN
USE
WARNING
WEDNESDAY
WORKLOAD
WRITE
XML
YEAR_BEGIN
YEAR_END
WEEK_BEGIN
WEEK_END
QUARTER_BEGIN
QUARTER_END
CALENDAR
ANCHOR_HOUR
ANCHOR_MINUTE
ANCHOR_SECOND
ANCHOR_MILLISECOND
ARRAY
VARRAY
ORDINALITY
CUME_DIST
DENSE_RANK
NULLS
DENSE
FIRST_VALUE
IGNORE
LAST_VALUE
RESPECT
MEDIAN
PERCENTILE_CONT
PERCENTILE_DISC
WITHIN
TD_VALIST
ALLDBQL
ALLTDWM
TDWMHISTORY
TDWMEXCEPTION
TDWMEVENT
VERBOSE
DETAILED
CAPTURE
STATSUSAGE
USECOUNT
FLUSH
XMLQUERY
XMLTABLE
XMLCOMMENT
XMLPI
XMLDOCUMENT
XMLTEXT
XMLCONCAT
XMLPARSE
XMLSERIALIZE
XMLELEMENT
XMLFOREST
XMLVALIDATE
XMLAGG
XMLNAMESPACES
XMLATTRIBUTES
ELEMENT
STATIC
ACCORDING
BOM
CONTENT
DOCUMENT
ENCODING
INDENT
NAMESPACE
NIL
PASSING
RETURNING
SEQUENCE
STRIP
VERSION
WHITESPACE
XMLDECLARATION
XMLSCHEMA
INCLUDING
EXCLUDING
SIZE
EMPTY
ABSENT
XMLTYPE
TTGRANULARITY
THRESHOLDPERCENT
ORDERBYVALUES
ALIAS
DESCRIPTOR
GO
GOTO
INDICATOR
PRIVATE
WAIT
AbortSessions
AggGeomIntersection
AggGeomUnion
BITAND
BITNOT
BITOR
BITXOR
camset
camset_l
CEIL
CEILING
COUNTSET
day_of_calendar
day_of_month
day_of_week
day_of_year
decamset
decamset_l
FLOOR
GETBIT
GetQueryBand
GetQueryBandValue
GetTimeZoneDisplacement
IdentifyDatabase
IdentifySession
IdentifyTable
IdentifyUser
lzcomp
lzcomp_L
lzdecomp
lzdecomp_L
MonitorQueryBand
MonitorSessionRate
MonitorVersion
month_of_calendar
month_of_quarter
month_of_year
quarter_of_calendar
quarter_of_year
ROTATELEFT
ROTATERIGHT
SETBIT
SetResourceRate
SetSessionAccount
SetSessionRate
SHIFTLEFT
SHIFTRIGHT
SUBBITSTR
TO_BYTE
TransUnicodeToUTF8
TransUTF8ToUnicode
week_of_calendar
week_of_month
week_of_year
weekday_of_month
year_of_calendar
ARRAY_ADD
ARRAY_AGG
ARRAY_AVG
ARRAY_COMPARE
ARRAY_CONCAT
ARRAY_COUNT_DISTINCT
ARRAY_DIV
ARRAY_EQ
ARRAY_GE
ARRAY_GET
ARRAY_GT
ARRAY_LE
ARRAY_LT
ARRAY_MAX
ARRAY_MIN
ARRAY_MOD
ARRAY_MUL
ARRAY_NE
ARRAY_SUB
ARRAY_SUM
ARRAY_UPDATE
ARRAY_UPDATE_STRIDE
CARDINALITY
CHR
DayNumber_Of_Calendar
DayNumber_Of_Month
DayNumber_Of_Week
DayNumber_Of_Year
DayOccurrence_Of_Month
DECODE
EDITDISTANCE
EMPTY_BLOB
EMPTY_CLOB
FROM_BYTES
GetPSFVersion
Greatest
INITCAP
INSTR
Last_Day
Least
LENGTH
LPAD
LTRIM
MonthNumber_Of_Calendar
MonthNumber_Of_Quarter
MonthNumber_Of_Year
Months_Between
NEXT_DAY
NGRAM
NUMFPFNS
NUMTODSINTERVAL
NUMTOYMINTERVAL
nvl
nvl2
NVP
OAdd_Months
OCOUNT
ODELETE
OEXISTS
OEXTEND
OFIRST
OLAST
OLIMIT
ONEXT
OPRIOR
OREPLACE
OTRANSLATE
OTRIM
POWER
QuarterNumber_Of_Calendar
QuarterNumber_Of_Year
regexp_instr
regexp_replace
regexp_similar
regexp_substr
Round
RPAD
RTRIM
SIGN
STRTOK
TD_ARRAY2P
td_day_of_calendar
td_day_of_month
td_day_of_week
td_day_of_year
TD_LZ_COMPRESS
TD_LZ_DECOMPRESS
td_month_of_calendar
td_month_of_quarter
td_month_of_year
td_quarter_of_calendar
td_quarter_of_year
td_weekday_of_month
td_week_of_calendar
td_week_of_month
td_week_of_year
td_year_of_calendar
TO_BYTES
TO_CHAR
TO_DATE
TO_DSINTERVAL
TO_NUMBER
TO_TIMESTAMP
TO_TIMESTAMP_TZ
TO_YMINTERVAL
Trunc
WeekNumber_Of_Calendar
WeekNumber_Of_Month
WeekNumber_Of_Quarter
WeekNumber_Of_Year
YearNumber_Of_Calendar
TD_ANYTYPE
ROWIDGEN
ROWIDGEN2
IPARTITION
MAXINTERVALS
MAXVALUELENGTH
IMMEDIATELY
AUTOTEMP
BLOCKCOMPRESSION
EXPORTWIDTH
MANUAL
NEVER
